name,iso_a3,currency_code,local_price,dollar_ex,date
Norway,NOR,NOK,42.0,8.65275,2019/7/9
New Zealand,NZL,NZD,6.4,1.513431706,2019/7/9
Oman,OMN,OMR,1.21,0.385,2019/7/9
Pakistan,PAK,PKR,480.0,157.45,2019/7/9
Peru,PER,PEN,10.5,3.2868,2019/7/9
Philippines,PHL,PHP,142.0,51.3175,2019/7/9
Poland,POL,PLN,10.8,3.80775,2019/7/9
Portugal,PRT,EUR,3.25,0.892339267,2019/7/9
Qatar,QAT,QAR,13.0,3.64175,2019/7/9
Romania,ROU,RON,9.3,4.2192,2019/7/9
Russia,RUS,RUB,130.0,63.83875,2019/7/9
Saudi Arabia,SAU,SAR,13.0,3.75035,2019/7/9
Singapore,SGP,SGD,5.8,1.3613,2019/7/9
Slovakia,SVK,EUR,3.2,0.892339267,2019/7/9
Slovenia,SVN,EUR,2.4,0.892339267,2019/7/9
Sweden,SWE,SEK,51.0,9.47505,2019/7/9
Thailand,THA,THB,119.0,30.8275,2019/7/9
Turkey,TUR,TRY,13.99,5.722,2019/7/9
Taiwan,TWN,TWD,72.0,31.171999999999997,2019/7/9
Ukraine,UKR,UAH,57.0,25.6475,2019/7/9
Uruguay,URY,UYU,164.0,35.1695,2019/7/9
United States,USA,USD,5.74,1.0,2019/7/9
Vietnam,VNM,VND,65000.0,23231.0,2019/7/9
South Africa,ZAF,ZAR,31.0,14.175,2019/7/9
United Arab Emirates,ARE,AED,14.75,3.67315,2020/1/14
Argentina,ARG,ARS,171.0,60.0656,2020/1/14
Australia,AUS,AUD,6.45,1.4490653530000002,2020/1/14
Austria,AUT,EUR,3.84,0.899159286,2020/1/14
Azerbaijan,AZE,AZN,3.95,1.6965,2020/1/14
Belgium,BEL,EUR,4.3,0.899159286,2020/1/14
Bahrain,BHR,BHD,1.4,0.377,2020/1/14
Brazil,BRA,BRL,19.9,4.1419,2020/1/14
Canada,CAN,CAD,6.77,1.30655,2020/1/14
Switzerland,CHE,CHF,6.5,0.96825,2020/1/14
Chile,CHL,CLP,2640.0,772.74,2020/1/14
China,CHN,CNY,21.5,6.885,2020/1/14
Colombia,COL,COP,11900.0,3287.625,2020/1/14
Costa Rica,CRI,CRC,2350.0,569.965,2020/1/14
Czech Republic,CZE,CZK,85.0,22.63095,2020/1/14
Germany,DEU,EUR,4.14,0.899159286,2020/1/14
Denmark,DNK,DKK,30.0,6.71935,2020/1/14
Egypt,EGY,EGP,42.0,15.88,2020/1/14
Spain,ESP,EUR,4.2,0.899159286,2020/1/14
Estonia,EST,EUR,3.2,0.899159286,2020/1/14
Euro area,EUZ,EUR,4.12,0.899159286,2020/1/14
Finland,FIN,EUR,4.83,0.899159286,2020/1/14
France,FRA,EUR,4.2,0.899159286,2020/1/14
Britain,GBR,GBP,3.39,0.76866905,2020/1/14
Greece,GRC,EUR,3.3,0.899159286,2020/1/14
Guatemala,GTM,GTQ,25.0,7.7063,2020/1/14
Hong Kong,HKG,HKD,20.5,7.77535,2020/1/14
Honduras,HND,HNL,87.0,24.6548,2020/1/14
Croatia,HRV,HRK,22.0,6.6965,2020/1/14
Hungary,HUN,HUF,900.0,298.7502,2020/1/14
Indonesia,IDN,IDR,33000.0,13670.0,2020/1/14
India,IND,INR,188.0,70.87815,2020/1/14
Ireland,IRL,EUR,4.2,0.899159286,2020/1/14
Israel,ISR,ILS,17.0,3.4595,2020/1/14
Italy,ITA,EUR,4.3,0.899159286,2020/1/14
Jordan,JOR,JOD,2.3,0.7090000000000001,2020/1/14
Japan,JPN,JPY,390.0,110.04,2020/1/14
South Korea,KOR,KRW,4500.0,1156.1,2020/1/14
Kuwait,KWT,KWD,1.1,0.3034,2020/1/14
Lebanon,LBN,LBP,6500.0,1514.0,2020/1/14
Sri Lanka,LKA,LKR,580.0,181.45,2020/1/14
Lithuania,LTU,EUR,2.85,0.899159286,2020/1/14
Latvia,LVA,EUR,2.85,0.899159286,2020/1/14
Moldova,MDA,MDL,45.0,17.42,2020/1/14
Mexico,MEX,MXN,50.0,18.8205,2020/1/14
Malaysia,MYS,MYR,9.5,4.0745,2020/1/14
Nicaragua,NIC,NIO,120.0,33.8763,2020/1/14
Netherlands,NLD,EUR,4.09,0.899159286,2020/1/14
Norway,NOR,NOK,53.0,8.87515,2020/1/14
New Zealand,NZL,NZD,6.5,1.513546239,2020/1/14
Oman,OMN,OMR,1.155,0.38505,2020/1/14
Pakistan,PAK,PKR,520.0,154.875,2020/1/14
Peru,PER,PEN,11.9,3.3276,2020/1/14
Philippines,PHL,PHP,142.0,50.58,2020/1/14
Poland,POL,PLN,11.0,3.7966,2020/1/14
Portugal,PRT,EUR,3.25,0.899159286,2020/1/14
Qatar,QAT,QAR,13.0,3.641,2020/1/14
Romania,ROU,RON,9.5,4.2982,2020/1/14
Russia,RUS,RUB,135.0,61.4325,2020/1/14
Saudi Arabia,SAU,SAR,13.0,3.7518,2020/1/14
Singapore,SGP,SGD,5.9,1.34715,2020/1/14
Slovakia,SVK,EUR,3.4,0.899159286,2020/1/14
Slovenia,SVN,EUR,2.4,0.899159286,2020/1/14
Sweden,SWE,SEK,51.5,9.4591,2020/1/14
Thailand,THA,THB,115.0,30.2775,2020/1/14
Turkey,TUR,TRY,12.99,5.88025,2020/1/14
Taiwan,TWN,TWD,72.0,29.8845,2020/1/14
Ukraine,UKR,UAH,57.0,23.99,2020/1/14
Uruguay,URY,UYU,179.0,37.435,2020/1/14
United States,USA,USD,5.67,1.0,2020/1/14
Vietnam,VNM,VND,66000.0,23176.0,2020/1/14
South Africa,ZAF,ZAR,31.0,14.390999999999998,2020/1/14
